coachella_sentiment,text
negative,Fuck #Coachella2015 when is #OutsideLands
negative,I can't decide what's more meh... the #AntMan trailer or the #Coachella2015 lineup.
negative,Ryan Adams and Drake are both performing at #Coachella2015 this year. I don't know what's going on in pop culture.
negative,RT @PatrickJGillis: Coachella lineup 2015.....sucks. #Coachella2015 #maybenextyear
negative,I feel Coachella 2014's line up was a bit stronger but hey I could be bias since I went #Coachella2015
negative,A kid at Conditioning said the #Coachella2015 line was weak.... #NahBro
negative,Prob the worst line up I've ever seen #Coachella2015
negative,@latimes wow no @DieAntwoord this year #Coachella2015 #boo
negative,Selling 2 Coachella tickets for second week HMU 4 price includes parking pass too! #COACHELLATICKETS4SALE #COACHELLA2015
negative,WTF #Coachella2015 Line-Up Sucks Ass and Im suppose to Go on My Birthday _Ù÷Á
negative,"Not a ton of excitement about the #Coachella2015 lineup, but happy to see Desaparecidos, Belle &amp; Sebastian and Ratatat in there."
negative,I stop thinking about #Coachella2015 _Ù÷©
negative,#Coachella2015 line up this year _ÙÔ_
negative,"#drake at #Coachella2015 whack as fuck, hands down _Ù_Ç"
negative,In 2015 more illegals are taking good American jobs. #Drake #Coachella2015
negative,ÛÏ@IvanClow: This #Coachella2015 lineup is 2SICK #going #coachellaonfleek http://t.co/SAVC8O31X3Û LOLOLOLOLOL but it took me a second.
negative,"Man, is this poster for ants or something? #Coachella2015"
negative,Is that really the #coachella line-up? #Coachella2015 #coachellalineup #weaksauce
negative,RT @GabeDeCastro: Dear @coachella. PLEASE tell me that this line up is a bad joke. #Coachella2015 #coachellalineup
negative,RT @rosysaurusrex: I'm hoping I wake up tomorrow and there is a better @coachella line up. #Coachella2015
negative,I feel like AC/DC at #Coachella2015 would be the most boring act and who really wants them there anyway?
negative,#Coachella2015: No one likes #SteelyDan | - http://t.co/N6MIhSpnf6
negative,#Coachella2015: No one likes #SteelyDan | - http://t.co/Va6koeHf7c
negative,"Coachella lineup released today. For the first time since going there, I am completely cool with missing it this year. #Coachella2015 #meh"
negative,"Can't say I'm terribly impressed with this year's #Coachella lineup. Some good acts, but pretty uninspiring. #Coachella2015 #coachellalineup"
negative,Disappointed with #Coachella2015 line up tbh :(
negative,SO many of our faves in the #Coachella2015 lineup _Ù÷_ Thoughts?? http://t.co/KeYe29Fn6z
negative,I rather go to this then #Coachella2015 http://t.co/TI3pL6oMa6
negative,After seeing @coachella's lineup I'm glad I'm not going this year... #Coachella2015
negative,#Coachella2015 #SteelyDan #ACDC a favourite for any dad. Dad please take me... :(
negative,"Wait. No ""Princess Tinymeat?"" #Coachella #Coachella2015 http://t.co/VWo7cYkKlj"
negative,"RT @stheart: What does The Weeknd, Jack White, Circa Survive, Lykke Li, Ratatat, &amp; Brand New have in common? Awesomeness at #Coachella2015"
negative,I'd go to Coachella but I'm not basic enough _Ù÷» #Coachella2015
negative,"Fuck You #Coachella2015  Have a good billboard, April Saturdays will glory! (I need 2,000 US)"
negative,"@thekevinryder
I really hope they add ""The Master Baiters"" to #Coachella2015
I heard they're awe-some! http://t.co/xyKTyxG0Fs"
negative,Everyone hating on the Coachella Lineup are most likely 20 and under #dead #youth #coachella2015 Lego :D
negative,zomg! #Coachella2015 why oh why? _Ù÷_ http://t.co/i0psKSlXMc
negative,@darkstar6 cue the #defibrillator &amp; #Viagra. Lots of baby boomers will be drifting down from the golf courses in Palm Springs #Coachella2015
negative,RT @rhett_parker44: Lol never mind just looked at prices #Coachella2015
negative,For real! #Coachella2015 #coachellalineup http://t.co/EBpNkJBMz1
negative,Sigh every year #Coachella2015 http://t.co/eqL9HMa1cI
negative,Instead of attending #Coachella2015 I'm going to post on craigslist inviting 500 misc. unshowered teenagers over to throw dirt on each other
negative,Since The #Coachella2015 Line Up is Horrible I Wonder What The #Lollapalooza2015 Line Up is Gonna Look Like ._Ù÷»_Ù÷_
negative,I wish I was going to #Coachella2015 _Ù÷Ç_Ù÷Ç_Ù÷Ç_Ù÷Ç_Ù÷Ç_Ù÷Ç
negative,I don't have a clue why everybody is going nuts about #Coachella2015 have you seen the #ForTheLove Festival lineup? http://t.co/JM49NIlh0V
negative,@wendalina11 #coachella2015 not that great of a line up :/
negative,Wow the lineup for Coachella is subpar this year. #Coachella2015
negative,I need more friends who will travel across the country for #Coachella2015 with me _Ù÷Õ
negative,@paisleycactus the #Coachella2015 is shit.
negative,Am I the only one that was not impressed with the #Coachella2015 lineup? Having a ticket and all.
negative,kygo loses his nexus presets #Coachella2015
negative,Has anyone seen the Coachella line up? I think it keeps getting worse as the years come by #Coachella2015
negative,"Dear Coachella, either I'm too old or your lineup is LAME!
Try again please. 

#Coachella2015"
negative,@nelly2112 - The #Coachella2015 line up doesn't look too exciting. I plan to stay home &amp; YouTube my favorite band on my couch. #CouchChilla
negative,Thoroughly disappointed with this #Coachella2015 lineup _Ù÷Õ
negative,The #Coachella2015 lineup is disappointing. See for yourself https://t.co/cnJx1GOP4N
negative,When the lineup for Coachella 2015 is announced.#Coachella2015 http://t.co/JosVGmmigk
negative,All the band names in the mini font sound like porn actor names. #Coachella2015 #jamiexx #alisonwonderland #claudevonstroke
negative,It's weird how the smaller font are far more interesting acts than the bigger ones. #Coachella2015 http://t.co/IsFSKYLodM
negative,Have you seen #Coachella2015 lineup? @MissyTrib _Ù÷©
negative,What's up with all the @coachella repeat offenders? #dejavu #Coachella2015
negative,do #ACDC even know who #Drake is? #Coachella2015
negative,Ok I'm not crazy about the #Coachella2015 lineup! I'm waaaay more excited for the #BottleRock2015 lineup!!! Yaaaas!!
negative,Have not heard one positive comment about #Drake headlining #Coachella2015 #Coachella's new profit strategy--put lipstick on a pig.
negative,I fucking cry every time I read the line up for #Coachella2015
negative,"Coachella sucks. I can see Drake and AC/DC anytime they tour. Yawn

#Coachella #Coachella2015"
negative,"#Coachella2015 line up less than impressive, but still stoked for dartying in the sun to Alesso"
negative,How did @Hozier and @Drake land spots at #Coachella2015 ? I find that weird.
negative,"""The lineup for #Coachella2015 sucks!!!!"" -people who were never going to Coachella anyway"
negative,"""I heard some of you don't know who Paul McCartney is... Welp, here's Steely Dan and AC/DC!"" #Coachella2015 #dadrock #dafuq"
negative,"""pinche drake
WE WANT KANYE!"" @camrvn_ #iwannabelikekanye #Coachella2015"
negative,Lol word #Coachella2015 http://t.co/byyiBk3C4z
negative,another year without @britneyspears headlining @coachella... _Ù÷» #itsbritneybitch #coachella #coachella2015
negative,Weak #Coachella2015 line up.
negative,Whoever is in charge of the order in which bands are listed on the #Coachella2015 poster should be fired
negative,RT @Doof__: Coachella line up this year is so weak . #Coachella2015
negative,I'm hoping I wake up tomorrow and there is a better @coachella line up. #Coachella2015
negative,What a disappointing lineup #coachella2015 @coachella #Yawn
negative,The line up so stacked this year. #Coachella2015
negative,Selling my car so I can go to #Coachella2015  #sorrymom
negative,Baffled by the #Coachella2015 lineup. Is this the end of take-the-money-and-run reunions?
negative,RT @YouH8itorLuvit: Last year line up was 5x better _Ù÷_ #Coachella2015
negative,A baby's death rattle is more sonically appealing than AC/DC. #Coachella2015 #Coachella
negative,Tryna to go to coachella _Ù÷© #Coachella2015
negative,Friends don't let friends go to Weekend 2. #Coachella2015
negative,but once again Latin music is strongly absent at @coachella there are so many great alt/rock/hip hop spanish acts out there #Coachella2015
negative,I really hope #HangoutFest lineup is better than #Coachella2015 lol that shits weak
negative,RT @lissyb92: I don't look good enough in a flower crown to go to #Coachella2015
negative,Wish I could see the Bon Scott hologram this year. &lt;--- A joke no one attending #Coachella2015 will get
negative,So far my opinion that is one shitty line up #Coachella2015.
negative,Someone take me to #Coachella2015 :(
negative,"St. Vincent, St. Paul and the broken bones, St. Lucia... Since when #Coachella2015 is a Christian rock festival?"
negative,Here's to hoping the @Hangoutfest lineup is better than the #Coachella2015  lineup _ÙÔÎ
negative,#Coachella2015 line up looks iight.....Rock the Bells is dead I guess?
negative,Really weak line-up at @coachella this year. Should have talked to the Brits. They know how to put on a festival! #Coachella2015
negative,"Anyone else bummed about Coachella's lineup this year?  I was thinking of going, but then, maybe not. #coachella2015"
negative,"i dont get it, why isnt @MIAuniverse  on this list/?&gt;&gt;&gt;??!!! #coachellalineup  #CoachellaProbs #Coachella2015 http://t.co/LNgxEVYVwp"
negative,"The Friday line up looks legit, the Saturday line up is alright, the Sunday line up just looks sad #Coachella2015 http://t.co/e0otCj7JpE"
negative,#Coachella2015 is horribly boring
negative,@pitchfork #Coachella2015 very disappointed in headliners hope not same for #lollapalooza #lolla2015 @starks33 @colbliss @MCorressell
negative,RT @AKOD: Ratatat? Are pokemon allowed to have bands now? #Coachella2015
negative,"This years Coachella performers are okay you have the weekend,drake,Marian and diamonds but where is Lana del Rey?? _Ù÷Á#Coachella2015"
negative,"Not gonna lie, I'm a little disappointed @RaeSremmurd isn't on the #Coachella2015 Lineup #IAintGotNoType"
negative,Coachella like really fucked up #Coachella2015
negative,"How the fuck do you even say this one's? Axwell up to the power of Ingrosso? I want rock, not math!  #Coachella2015"
negative,#Coachella2015 half the line up I've seen the other half I wouldn't pay to see or be in that heat for _ÙÕÉ
negative,I'm like _Ù÷_ÛÏ@jes5icakate: Hey @coachella special guests #beavisandbutthead ? #Coachella2015 #ACDC whyyyy #nochella _Áü http://t.co/Ajo3W3bcnlÛ
negative,It's a sad day when #DriveLikeJehu is reuniting again for #Coachella2015 and they're not made the headliner.
negative,"I'm glad to see DJ Snake, but his brother usually always mess up his shows with his Metal Gear #Coachella2015"
negative,So #Coachella2015  sound HELLA Khoo.... they asked me to open 4 #Drake but i waz like.... lhhh im bullshittn... they aint ready...
negative,"worst...episode......ever. 

#coachella #Coachella2015"
negative,The #Coachella2015 lineup is definitely lacking.
negative,Me at #Coachella2015 when drake fans walk by. http://t.co/3vHUbhNfbn
negative,"Not even when The cure or Suede played, did I want to go. #Coachella2015 
I went to the very first one &amp; that was enough. Over it. _Ù÷£"
negative,I wish #incubus or #sonsofthesea would have been on the #Coachella2015 lineup
negative,"Who designs the #Coachella2015 posters?
Get a head ache as soon as I look at it."
negative,Not excited that mainstream hip hop/R&amp;B artists are headlining hippie #Coachella2015 but already got my tix.Finna get in my feelings @drake
negative,"Looking at the #Coachella2015 line up like... ""who are these people!?"""
negative,The lineup from 2011 looks a lot better than this years lineup #Coachella2015 http://t.co/GM4klEtXlH
negative,@MarinasDiamonds skip #Coachella2015 and visit Australia again _Ù÷Ó
negative,Not highly impressed w/ the #Coachella2015 lineup. Friday looks like the best day. It just seems lacking and not terribly worth the paper.
negative,"You know, just another year of probably not going to #Coachella2015 _Ù÷__Ù÷__Ù÷_"
negative,Oh #Coachella2015 why are you so expensive? Wish I could go. @hozier @alt_J @badreligion @davidguetta and many more _Ù÷©
negative,"For once, I'll actually be doing something cooler than going to #Coachella2015 this year _ÙÔÎ"
negative,Ahh this day. The day all of the hipsters pretend that they love all of the bands in small print on the coachella lineup. #Coachella2015
negative,AC/DC?  Cool.  I'm still not going.  :)   #Coachella2015 http://t.co/bvViTZRu94
negative,"@VitaliyP Very recycled lineup this year, though. Many of the same bands that have played the big three the last two years. #Coachella2015"
negative,@lisa_TTRO @coachella not as excited with the lineup this year. It's still good though #Coachella2015
negative,"ACDC, bad religion, and jack white at #Coachella2015 ... Is this KROQ's weenie roast circa 2000? No thank you."
negative,The people that spend $5k on a weekend festival are nuuuts. And loaded. #Coachella2015
negative,Coachella line up this year is so weak . #Coachella2015
negative,That sad moment when #Coachella2015 and #BottleRockNapa release their lineups on the same day and I can't afford tickets to either _Ù÷_ _Ù÷_
negative,Saw #Coachella2015 line up and honestly... this is the first year that I'm not pressed to go.
negative,"If I wanted to hear AC DC and a whole lot of metallic noise I'd go to Jiffy Lube and save a few thousand dollars
#Coachella2015"
negative,#Coachella2015 lineup is trash to be honest... I would only want to see the weeknd but other than that not spending my money on it
negative,I'd rather see Mouse Rat and DJ Roomba than most of the acts at #Coachella2015 #ParksandRec @parksandrecnbc
negative,FM No Static At All:: #steelydan #Coachella2015
negative,The @coachella line up always breaks my heart. #Coachella2015 #coachellalineup #Coachella
negative,As bad as it gets... #Coachella2015 http://t.co/Ci8nBOibzr
negative,RT @shannajac: To everyone going to #Coachella2015 leave your flower crowns at home. #douchebags
negative,That was such a tease @theweeknd #Coachella2015  _Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ_Ù÷Õ
negative,RT @Yulyashaa25: Many ppl at my tl tweet about #Coachella2015 and I just.. http://t.co/jLOQZfTJQo
negative,"No Paul McCartney at #Coachella because this is for BIG NAMES ONLY, right Kanye fans? #Coachella2015"
negative,"That coachella list tho. Man AC/DC, Jack White, and Drake? Man it's like a time line of how mainstream is changing! #Coachella2015"
negative,"Honestly don't know what to think about Steely Dan playing #Coachella2015 . Like, just sitting at my desk shaking my head."
negative,Why are @AZEALIABANKS and @theweeknd playing different dates at #Coachella2015 _Ù÷_ÙÔ_
negative,RT @noteddieayala: I don't like the #coachella2015 line up:(
negative,Coachella isn't even good enough his year to buy a ticket to then re-sell #lol #Coachella2015
negative,I want go to #Coachella2015 but that won't happen.
negative,"""@Raury: Who's responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 http://t.co/v9bOd5DOmG"" _ÙÓ´_ÙÓ´_ÙÓ´"
negative,Friday night though....... #Coachella2015
negative,Steely Dan is playing #Coachella2015 - it's the 3rd sign of the apocalypse
negative,In my opinion a better line up that #Coachella2015 .....sorry
negative,RT @nbmorin: Anyone else not completely sold? #Coachella2015 http://t.co/lgNnyH722u
negative,RT @trishbaden: #Coachella2015 lineup sucks. What happened to @kendricklamar and @ScHoolBoyQ? _Ù÷
negative,Umm. Not sure about this #Coachella2015 lineup. @coachella
negative,wtf is this lineup _Ù÷_ #Coachella2015 #MakeAWishFoundation #DyingIfIDontGoSo http://t.co/HeS5Hii01I
negative,If i see one more #Coachella2015 tweet im gonna cry
negative,Can't picture LA hipsters lining up to buy $$ tickets to see AC/DC but what do I know #Coachella2015
negative,the lineup for #Coachella2015 doesn't look very good :/ theres only abt 5 actually appealing performances
negative,Anyone else kinda disappointed in #Coachella2015?
negative,"RT @MargsSheWrote: If you're going to #Coachella2015, just admit now you're going to do drugs in the desert. Cause everyone knows you're noÛ_"
negative,"Lame #Coachella2015 lineup(except for #jackwhite and #steelydan,of course).Looks like it's #Stagecoach for us this year! #yeehaw #desertlife"
negative,#Coachella2015 looks insane
negative,"Not that I would have gone, but I'm not wowed by #Coachella2015 lineup. http://t.co/eFDJZv5aLY"
negative,RT @RihhInMyHeart: I want @rihanna at #Coachella2015
negative,"So the #Coachella2015 lineup was announced - is there a (realistic) age cut off for the festival? And ""we're all children at heart"" is false"
negative,RT @misterdisco: #Coachella2015: The festival's worst lineup ever &amp; the reason why you shouldn't buy tkts 1 year in advance blindly. http:/Û_
negative,RT @Doomsday_Brand: What? No Hardstyle on that lineup and ppl are stoked..... We'll pass on it #Coachella2015
negative,"No 1D, 5SOS or Big Time Rush at #Coachella2015 ? Such bullshit, this year is going to be terrible"
negative,What? No Hardstyle on that lineup and ppl are stoked..... We'll pass on it #Coachella2015
negative,the #Coachella2015 lineup has me confused
negative,Who the hell is this AC/DC guy opening up for Drake? #Coachella2015
negative,@pitchfork AC/DC who the fucks still listens to them? Coachella has lost its brilliance over the past couple of years #Coachella2015
negative,RT @joe_paiz: I'm honestly pretty disappointed by the #Coachella2015 lineup man. Might have to do @BottleRockNapa instead...
negative,To everyone going to #Coachella2015 leave your flower crowns at home. #douchebags
negative,#Coachella2015 lineup was released on the east coast's first #snowday. coincidence? I think nawt _Ù÷Õ
negative,maybe my real beef with the #Coachella2015 lineup is that nobody caN READ THE POSTER AND IT'S THE SAME FORMAT EVERY YEAR.
negative,Can't w8 for #Coachella2015 _Ù÷È _ÙÎü_ÙÎ__ÙÎ¼_ÙÎÈ http://t.co/5liZJvil6L
negative,RT @Jorschach: #Coachella2015 final day (minus Florence+The Machine) has my soul like http://t.co/Hn54awmxOM
negative,#Coachella2015 final day (minus Florence+The Machine) has my soul like http://t.co/Hn54awmxOM
negative,I wonder if that new McCartney guy .@kanyewest just hooked up made the #Coachella2015 list? Dude is about to blow. #smh
negative,ACDC is the only good band I seen from the Coachella list of bands. #Coachella2015
negative,@SchmidtsRevenge missing you at #AMS2015 #SLS2014 #Coachella2015
negative,"I'm all for diversity, but the #Coachella2015 lineup is still questionable @verge http://t.co/v0bG7tHp0R  #music http://t.co/JXYkMO5gZJ"
negative,Disappointed at the #Coachella2015 line up to be honest only the EDM artist are good this year @coachella
negative,The @coachella lineup for 2015 looks horrible. Seriously not one act I either haven't seen or have any interest see'ing. #Coachella2015
negative,"You're either the type of person planning their entire #Coachella2015 weekend, or, you have your life going in the right direction."
negative,Worst Coachella line up in years -_- #Coachella2015 #Coachella
negative,Gonna need to get out the microscope to see if I made #Coachella2015. Those names at the bottom are crazy small.
negative,@coachella WHERE IS @WeAreOliver ?!!!!???!!!! Too good to not have. #coachella #Coachella2015
negative,Yeah the #Coachella2015 lineup isn't as good  as last year
negative,RT @xoxxxoooxoxxo: ugh drake and abel are gonna be at #coachella2015 :( my babies
negative,RT @ShowAndTelleee: This lineup is fucking everything and it's during our finals week #Coachella2015  @Drake @maddog_524 http://t.co/0XJXeXÛ_
negative,RT @DannySayRelax: EDC who? Ultra what? #Coachella2015 http://t.co/cZezf3bXjw
negative,Coachella Lineup! In: AC/DC; Drake; Jack White. Absent: Migos. #Coachella2015 #fyfly  http://t.co/rxkltM5Lzx http://t.co/qNMdA3VNrE
negative,#Coachella2015 lineup sucks. What happened to @kendricklamar and @ScHoolBoyQ? _Ù÷
negative,I know you all might like AC/DC but I could less than 2 f*cks so yeah. Lame. #Coachella2015
negative,"While plebs my age talk about fucking #Coachella2015 , I'm more interested in #CES2015 :DD"
negative,Ab-Soul should be sick AF though #Coachella2015
negative,#Coachella2015 lineup drops! Phoarrrr #Coachella #PalmSprings
negative,Not impressed. #Coachella2015
negative,I'm sorry but #Coachella2015 is an absolute let down.
negative,"@luciatorrero It's dead baby, #Coachella2015 it's dead. (y BRUUUM prendo la Harley y me voy como Bruce Willis en Pulp Fiction)."
negative,This is ridiculous #Coachella2015 #Coachella #la #holycrap http://t.co/VqANPgR5EJ
negative,Steely Dan is playing #Coachella2015 and I am officially dead http://t.co/lMuWyNvTy7
negative,RT @YBOWENS7: #Coachella2015 lineup is really disappointing
negative,wheres daft punk _Ù÷¢ #Coachella2015
negative,"Also, AC/DC, really? #RideShouldHeadline #Coachella2015 @rideox4"
negative,RT @Aireyacoustic: Coachella line up isn't all that_Ù÷¥  #Coachella2015
negative,Not fully impressed by #Coachella2015
negative,"Well hoping for another year of music festivals I dont get to go to today thnks a bunch 
#Coachella2015"
negative,If Bobby Shmurda isn't gonna be @ #Coachella2015 then what's the point? #FreeBobbyShmurda
negative,I hope DJ Lesto is a late add to the #Coachella2015 lineup.
negative,Drive Like Jehu playing at #Coachella2015 is like your beloved grandma coming back to life and telling you she hates your guts.
negative,I don't like the #coachella2015 line up:(
negative,"#Coachella2015 docket has #Steely Dan &amp; #AC/DC.
Sadly, #Bread...Seals &amp; Croft...Sean Cassidy were unavailable.
#music http://t.co/9ytgUqroNe"
negative,The Coachella lineup is odd. RT @vanessafranko: The @coachella lineup is out http://t.co/1ZlMtiWzgA #Coachella2015
negative,the only year I was thinking about going to coachella and the line up isn't anything special _Ù÷© _ÙÔ #Coachella2015
negative,"If popularity is a sword, then #Coachella2015 seems to have committed seppuku with it. #sameoldbands #newhigherprices #RIP"
negative,@AZEALIABANKS is performing at #Coachella2015 _Ù÷¢_Ù÷¢ok...ima just be here in South Africa crying....
negative,#Coachella2015 lineup announced... I'm so underwhelmed ;n;
negative,ok back to oogling and crying at this lineup T_______T #Coachella2015
negative,Coachella is stupid I rather go to an insomniac event. #insomniac #Coachella2015 #bootlegged #version #of #Woodstock
negative,Lamest #Coachella2015 lineup this far.
negative,RT @_jawhnn: #Coachella2015 Line Up Sucks _ÙÔ__ÙÔ_
negative,@thekevinryder Fear Boner also unavailable. Such a shame #Coachella2015
negative,"Not impressed by #Coachella2015's lineup at all. Maybe once I live in Cali, I'll feel differently. But for now, I'm just like, eh."
negative,Not too fond of #Coachella2015 lineup _Ù÷Ó
negative,Gotta get my abs back for #Coachella2015 but I love eating and sleeping way too much
negative,RT @ohmoses: I'm not friends with people who love the Sahara Tent... #Coachella2015
negative,So unimpressed by this year's Coachella line up...  _Ù÷Õ #Coachella2015
negative,Do I have really shitty eye site or is @DILLONFRANCIS not on the Coachella line up?  #Coachella2015 #wtf #IDGAFOS #MSFR
negative,"I know it's no longer about the music,but am I the only one finding #Coachella2015 line up quite disappointing?"
negative,This years Coachella lineup is killing me _Ù÷Ò_Ù÷Ò #Coachella2015
negative,"Skimming the #Coachella2015 lineup, and boy, if a band name ever summed up Millennials' groups....#CloudNothing"
negative,RT @TheBigHTonight: Hmm buy tickets to #coachella2015 or literally burn $500?
negative,#Coachella2015's lineup is pretty weak...
negative,RT @c_gunderson7: #Coachella2015 lineup is unbelievably weak.
negative,"All these complaints over Steely Dan playing Coachella, youÛªd think organizers would go backÛ_ JackÛ_ and do it again.

#Coachella2015"
negative,@flyinglotus Is the only Dude I Would Care About in #Coachella2015 Maybe tyler too. but Man worst Lineup Ever.
negative,Hmm buy tickets to #coachella2015 or literally burn $500?
negative,RT @sadpatrik: I'm v down for #Coachella2015 line up http://t.co/u9zeBsRvgI
negative,RT @BruffiE: DRAKEEE MOTHA FUGGAS #Coachella2015 #sold
negative,I'm v down for #Coachella2015 line up http://t.co/u9zeBsRvgI
negative,RT @Bader0j0: #Coachella2015 line up had me like _ÙÕÛ_ÙÓÇ every1 from AC/DC to RTJ to Flosstradamus to Toro Y Moi to Fly Lo to Vic Mensa to Tame Û_
negative,Last years line up was better #Coachella2015
negative,The #Coachella2015 lineup is disappointing. Don't think it's worth the money this year. #unimpressed
negative,Drake is headlining #Coachella2015? I love Drake but no thanks.
negative,I'll never forgive Steely Dan for winning the Grammy the Marshall Mathers LP should've gotten #coachella2015
negative,if Migos were somehow added to the #Coachella2015 lineup............... _Ù÷©
negative,The fact that #Coachella2015 is a possibility _Ù÷©_Ù÷©_Ù÷©
negative,How do you get punched by Puff Daddy and then headline Coachella a few months after that? There is no coming back from that! #coachella2015
negative,Drake seriously? Drake? #Coachella2015 #youhavedonemewrong #kingsofleonpls
negative,Just unfair #coachella2015 http://t.co/LxEP1YvSfk
negative,My favorite band is playing @ #Coachella2015 but $$$ too high!!!  No #steelydan for me.  So sad!
negative,This #Coachella2015 lineup is kind of a joke. I wouldn't spend $500 on it. http://t.co/fz98gWQt8s
negative,So Dissappointed with the coachella line up.. #Coachella2015 #dissappointed
negative,"Welp, I just saved a bunch of money. #Coachella2015 #nopenopenope"
negative,Ouch. RT @kivenmceulay: Fuck drive like jehu for playing that horse shit #Coachella2015
negative,Maybe I'm too old but the #Coachella2015 lineup doesn't excite me in the least.
negative,#Coachella2015 Idk I feel like last years line up was live
negative,Coachella lineup is weak. #Coachella2015
negative,And ACDC wtf _Ù÷__Ù÷__Ù÷__Ù÷_ #Coachella2015
negative,"Was waiting for @flumemusic or at least @ArcticMonkeys to be somewhere on the #Coachella2015 lineup - But alas, it sucks, yet again"
negative,Haha!! Those morons that bought tickets to @coachella only artist I would pay for is @acdc #Coachella2015
negative,ACDC nd jack white at #Coachella2015?? Excuse me while I go cry. _Ù÷__Ù÷_ @coachella @galenharris need to go so bad!! Def watching online this yr
negative,Hey guess what? You'll never catch me @coachella with all those dusty-ass motherfuckers. #EwDude #Coachella2015
negative,So pissed I won't at the desert this year #Coachella2015 http://t.co/6fRW4Y3IhA
negative,ÛÏ@Forever21: The lineup is here! #Coachella2015 http://t.co/2T3pwSMgP2Û ugh my day is full of sadness now
negative,"@DrunkDebonair its Friday isn't bad, @acdc is awkward. You just expect more out of #Coachella2015 because of its status as a festival."
negative,Lineup's out! http://t.co/t1e8fcy6zJ #Coachella2015 #coachellalineup
negative,#JustinWereReady #Coachella2015 this is why beliebers and directioners run Twitter hands down http://t.co/4tJkr7rOFm
negative,Worst lineup ever. #Coachella2015
negative,#Coachella2015 doesn't even look impressive to me lol
negative,#Coachella2015 go home you're drunk! Who the fuck is honestly trying to see AC/DC? AND STEELY DAN? WHAT THE FUCK!?!?!
negative,ItÛªs a sad day when Ghostface &amp; Raekwon are lower on the bill than Azealia Banks #Coachella2015
negative,RT @ANDREW0675: have to say am not overly impressed with this years #Coachella2015 line up
negative,Coachella lineup is very disappointing this year. No Hall and Oates? No Phil Collins? No @patjordanband ? #dontyoueversay #Coachella2015
negative,Official lineup... This one is a little better still not that impressed #Coachella2015 http://t.co/m0JPb7Fhp2
negative,Why the fuck is AC/DC headlining #Coachella2015? What year is this?
negative,Just looked at the #Coachella2015 lineup. I wouldn't have been able to sing along to any song.
negative,This year line up for Coachella _ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ__ÙÔ_ #NoThankYou #Coachella2015
negative,Couldn't be less excited about the #Coachella2015 headliners.
negative,"Not overly stoked on the lineup, but it could be worse. #Coachella2015"
negative,have to say am not overly impressed with this years #Coachella2015 line up
negative,AC/DC as a headliner for #Coachella2015? I'm at a loss for words. It USED to be such a rad music fest. What happened?  :(
negative,I just wanna know why it's necessary for AC/DC to be at #Coachella2015
negative,#Coachella2015 lineup is unbelievably weak.
negative,"#Coachella2015 line up is weak , a couple good acts here and there butttt for the most part wack ! Pass."
negative,Not enough good artists are going _Ù÷Õ #coachella2015 http://t.co/qLEnx2umPt
negative,"#Coachella2015 http://t.co/DDMy0aAwrB

Kinda surprised all my friends are saying no thanks coachella. IÛªm saying it too. But wow."
negative,Really bummed Michael Bolton isn't on the #Coachella2015 lineup.
negative,The @coachella lineup is total garbage again. That's cool. #Coachella2015
negative,Some pretty sick bands are going to be at #Coachella2015 however im not about to pay all of that $$$
negative,The three headliners seem safe and predictable and kinda boring. #Coachella2015 #coachellalineup @ROCKthusiast @NewMusicTen
negative,Fucking DRAKE!? Are you fucking kidding me?? #Coachella2015
negative,Holy shiiiiit _ÙªÎ_ÙªÎ_Ù÷© #Coachella2015 http://t.co/Npw4nFsoRX
negative,Coachella has a weak ass line up this year. Not worth it! #sorrynotsorry #Coachella2015
negative,That #Coachella2015 lineup though _Ù÷©_Ù÷©_Ù÷©_Ù÷©_Ù÷©_Ù÷©_Ù÷©_Ù÷©_Ù÷©_Ù÷©_Ù÷©_Ù÷©_Ù÷©_Ù÷©_Ù÷©_Ù÷©
negative,I know one place I won't be going this year. #Coachella2015
negative,babe y rnt u on the list @donaldglover )-: #Coachella2015
negative,"#Coachella2015 #Coachella 

NEVER TRYING TO PUT THAT MANY BLACK ARITST ON THE EVENT ! 

PLEASE TELL ME HOW MANY THEY HAVE THIS YEAR ?"
negative,I don't know who's going to be more horrified at Coachella this year- the 17 year olds watching Steely Dan or Steely Dan #Coachella2015
negative,A few cool acts here and there but overall pretty meh. Another year that I'm not really bummed out I'll be missing. #coachella2015
negative,So perplexed about #Drake headlining #Coachella. WTF?  Hella psyched @Alesso and @KasabianHQ coming back! #Coachella2015
